MD5;ROM Serial;Name (No-Intro);is_synthetic
401E3778FB24A2AF4BCE7A3189FCFDD3;DMG-AV3J-0;Namco Gallery Vol.3 (Japan) (SGB Enhanced);True
C5256354A6FCD57240C97A399773822E;DMG-NRJ-0;Nangoku Shounen Papuwa-kun - Ganmadan no Yabou (Japan);False
DCAC90D51F56F90E26D41E7731DE08EC;DMG-NNJ-0;Nanonote (Japan);False
008EA3BE93C0E1D808431DC8728E01F6;DMG-N9J-0;Navy Blue 90 (Japan);True
8C464AAEB8920878E1B7EC2F0D6BBE4E;DMG-A98J-0;Navy Blue 98 (Japan);True
FC2B347600EDFFC8E997A7FC75382873;DMG-NVE-0;Navy SEALs (USA, Europe);True
709726EB6DE8D45E63A88063529605BC;DMG-ACE-0;NBA All Star Challenge (USA, Europe);True
6AFAC3034F2A07A58C1D08B69ED43B9B;DMG-H2A-0;NBA All Star Challenge 2 (Japan);True
0A1EA6552EB8DAF756824ADB1F498559;DMG-H2E-0;NBA All Star Challenge 2 (USA, Europe);True
1A4AAF4AF4B3610CA74EF3B307B6B2A9;DMG-A8NP-0;NBA Jam (USA, Europe);False
4668B13913DFB14E43C263A7015EB9AB;DMG-AJTJ-0;NBA Jam - Tournament Edition (Japan);True
802CFBC386BB79B0889D7DD2B6ABDC13;DMG-AJTP-0;NBA Jam - Tournament Edition (USA, Europe);False
9E71577A809BBEF83ABD02596CB00913;DMG-A6BP-0;NBA Live 96 (USA, Europe) (SGB Enhanced);True
1080141C1B99B5B92D187990BDC85C6A;DMG-AN5J-0;Nectaris GB (Japan) (SGB Enhanced);True
EB771FB255FA207A830DF06338AF6D87;DMG-KUJ-0;Nekketsu Kouha Kunio-kun - Bangai Rantou Hen (Japan);True
1D94024621B825E9FBE7E46ED4E0A567;DMG-NDJ-0;Nekketsu Koukou Dodgeball-bu - Kyouteki! Dodge Soldier no Maki (Japan);True
3593F45C94D5B612C7864E5181C7AEFF;DMG-NCJ-0;Nekketsu Koukou Soccer-bu - World Cup Hen (Japan);True
C3F48A71DA12919004C88B6F37EEBD0D;DMG-VXJ-0;Nekketsu! Beach Volley Da yo Kunio-kun (Japan) (SGB Enhanced);True
ACA9ABFBAB8345733456394B516F03E1;DMG-NJJ-0;Nekojara Monogatari (Japan);True
4D4EAE6560062B9A12D9770653F1A53F;DMG-NMX-0;Nemesis (Europe);True
F5D9206E1A5F8B42485E4DD431A5A2D4;DMG-NMA-0;Nemesis (Japan);True
1EB7FF636E532321A18885EEA660604A;DMG-NME-0;Nemesis (USA);True
C4DC3987A841A428F837DB26BDDC586E;DMG-NEA-0;Nemesis II (Japan);True
BA760B6D4B96BAF0FA2E7AD6E4498A95;DMG-NEX-0;Nemesis II - The Return of the Hero (Europe);True
4E493ADA5353CF6EB1C0F009D6A5AC13;DMG-X3J-0;Nettou Garou Densetsu 2 - Aratanaru Tatakai (Japan) (SGB Enhanced);True
BD816C99EF46497C67ACA61D1CB306BE;DMG-X4J-0;Nettou Samurai Spirits (Japan) (SGB Enhanced);False
369BC7CDE60AC3F97F72FF605502797F;DMG-X4J-1;Nettou Samurai Spirits (Japan) (Rev A) (SGB Enhanced);True
4426B35EF04094F9C5518D6FB6414D55;DMG-ASZJ-0;Nettou Samurai Spirits - Zankurou Musouken (Japan) (SGB Enhanced);True
3EADE561A44103622A0AFF7B176D3207;DMG-AKFJ-0;Nettou The King of Fighters '95 (Japan) (SGB Enhanced);True
16EE9B10C27C136D2959AE87105A8A2E;DMG-AK6J-0;Nettou The King of Fighters '96 (Japan) (SGB Enhanced);False
D14502BCDCF71E9E16476B5077C03945;DMG-ATDJ-0;Nettou Toushinden (Japan) (SGB Enhanced);True
A093E160D18423BDAA2D6BF22F5F32A0;DMG-ATDJ-1;Nettou Toushinden (Japan) (Rev A) (SGB Enhanced);True
DEE3E9698D8087AA884D95978D5EFAA7;DMG-AWJJ-0;Nettou World Heroes 2 Jet (Japan) (SGB Enhanced);True
25B34EBECE0E2C54BAF9DEE4F5845292;DMG-ACHJ-0;New Chessmaster, The (Japan) (En,Ja);True
F395F7B8CE24E6DA365B843ADF7D763E;DMG-N5E-0;New Chessmaster, The (USA, Europe);False
20E16379B6667AB17C512780BD9AE757;DMG-FTE-0;NFL Football (USA);True
0E6D310F979C83BF1DFA01DA803038D4;DMG-AQBP-0;NFL Quarterback Club '96 (USA, Europe);True
F35A1D453FA4287FFC6FC070FD11DC2E;DMG-AQ9J-0;NFL Quarterback Club (Japan);True
3B16CCB118F4959886AB5CBC14041002;DMG-Q6E-0;NFL Quarterback Club (USA, Europe);True
6F898C606275DBE71EDE0179574AD9F2;DMG-AQ9P-0;NFL Quarterback Club II (USA, Europe);True
89CBBDA4899D5FEA755026D671ED08D7;DMG-A6HP-0;NHL '96 (USA, Europe) (SGB Enhanced);False
46B681A7873D130BE35E2115263BAA6E;DMG-ANHP-0;NHL Hockey '95 (USA, Europe) (SGB Enhanced);True
E31C6235113ED686705BF664219E87D9;DMG-AMUJ-0;Nichibutsu Mahjong - Yoshimoto Gekijou (Japan);True
9EFFA81D3BA96812459BD6E76726371A;DMG-WCX-0;Nigel Mansell's World Championship (Europe);False
303CA5FA5DCF4ABBF2E18429D7241ECB;DMG-WCE-0;Nigel Mansell's World Championship (USA);False
C18510AF46A7E2649221FDC2E03599E6;DMG-WCY-0;Nigel Mansell's World Championship Racing (Europe);False
256F34DF36549FB877101D28A7B92688;DMG-ASKJ-0;Nihon Daihyou Team - Eikou no Eleven (Japan) (SGB Enhanced);False
E102078685B4ECC91B4E844A922C33BD;DMG-ASJJ-0;Nihon Daihyou Team France de Ganbare! - J.League Supporter Soccer (Japan) (SGB Enhanced);True
D4BF4C5EBEC2A496BB6EC062058158C6;DMG-ANTJ-0;Nikkan Berutomo Club (Japan) (SGB Enhanced);True
28C1EF075F37BCF4951AC11385A1104F;DMG-CLE-0;Ninja Boy (USA, Europe);True
504E1A39167C467B15D5AD56B744AD48;DMG-CHE-0;Ninja Boy 2 (USA, Europe);True
E12C5C2897ED095F8D26C7578AFDDFDA;DMG-NGE-0;Ninja Gaiden Shadow (USA);True
7F896B5E5E27EDA1B08251EBE581C885;DMG-NGJ-0;Ninja Ryuuken Den - Matenrou Kessen (Japan);True
1A52FB8F767E24DC75C3BB2D08679F6C;DMG-UPE-0;Ninja Taro (USA);True
CEA0E2A46CCBF9B9A77B14379E49228E;DMG-ANKJ-0;Ninku (Japan) (SGB Enhanced);False
C83CFED9C0CC9043EED5F761550DE64C;DMG-ANSJ-0;Ninku Dai-2-dan - Ninku Sensou Hen (Japan) (SGB Enhanced);False
A7032C0BBFE917790135ACD338EC3D2F;DMG-AGNJ-0;Nintama Rantarou GB (Japan) (SGB Enhanced);False
1FF86F10D1104200BF316CDC6612B63C;DMG-ACAJ-0;Nintama Rantarou GB - Eawase Challenge Puzzle (Japan) (SGB Enhanced);False
C9200B1BE878F079CEE6CBEBBEAA27EA;DMG-NCE-0;Nintendo World Cup (USA, Europe);True
E821EC4FE25C679EFEB9676A129C2130;DMG-NYJ-0;Nobunaga no Yabou - Game Boy Ban (Japan);True
7CC78EA5DBC099E8F89849A11A08C38E;DMG-NYE-0;Nobunaga's Ambition (USA);True
3322CE4E576A33DF834BBFF80E627047;DMG-V5J-0;Nontan to Issho - Kurukuru Puzzle (Japan);True
CCD0CF7CC240714A9694E1FE296AFB7C;DMG-NWJ-0;Noobow (Japan);False
5CA71CD4CEACE3CB6650FF05D679D149;DMG-AODP-0;Oddworld Adventures (USA, Europe);True
512B5B0CE0933A8C3217D810B23BEA0A;DMG-OJJ-0;Oira Jajamaru! Sekai Daibouken (Japan);True
2BDA57560F54FE854EA5D53B60BD22A8;DMG-AO9P-0;Olympic Summer Games (USA, Europe) (SGB Enhanced);False
D63C397E5F6C81E4ACCC9114F75EE574;DMG-O2J-0;Oni II - Oni Densetsu (Japan);False
906E42E643B65DDF4497CEA6B0EFB0A0;DMG-O3J-0;Oni III - Kuro no Hakaishin (Japan);True
399FA899194542C7BD5BA92969795AC5;DMG-O4J-0;Oni IV - Kijin no Ketsuzoku (Japan);True
14A8E0BDB9F2B16D354CA0209E35AEDB;DMG-AO5J-0;Oni V - Oni wo Tsugumono (Japan) (SGB Enhanced);True
4150508F6882F691DC6DD3F28BC4D48F;DMG-OGJ-0;Onigashima Pachinkoten (Japan);True
C6EFFB3A51B36056411760D1FFE048F7;DMG-CNE-0;Operation C (USA);True
D939E5C1CE9436A548FCDD3938348BA1;DMG-PNJ-0;Osawagase! Penguin Boy (Japan);True
F57101BF26E140991A4E2F50A968CE7C;DMG-OTX-0;Othello (Europe);True
1123060CB5177D576C191D774EBE403A;DMG-OTJ-0;Othello (Japan);False
BBEE4BC313CF03C016129E1E00B50008;DMG-ATOJ-0;Othello World (Japan) (SGB Enhanced);True
2A0465C954847A7DC00DBCF5D363CD16;DMG-AY7J-0;Otogibanashi Taisen (Japan) (SGB Enhanced);True
A9E795191670FE5994700C9CD8B7FBFD;DMG-AOBP-0;Otto's Ottifanten - Baby Bruno's Nightmare (Europe) (En,Fr,De,Es);False
0B7CBE56D1CF6370E60699E553D091A1;DMG-FXE-0;Out of Gas (USA);True
9DA5066FED7D826101A92688AA03059A;DMG-OBJ-0;Outburst (Japan);True
279022F2B918CBE8148B6F2C1A5F9ACF;DMG-AMQJ-0;Oyatsu Quiz Mogu Mogu Q (Japan) (SGB Enhanced);True
943A21195AFC5ABEFB3F925B84A9F19F;DMG-UHJ-0;P-Man GB (Japan);True
8A0430CF49ABDA1FC055C16D2BBEA387;DMG-NOE-0;Pac-Attack (USA) (SGB Enhanced);False
54EF4BB8C3D272AF5BB78B4306F37248;DMG-APTE-0;Pac-In-Time (USA) (SGB Enhanced);False
F898DDF750D2C10675A1C3BB1B306E1B;DMG-APTJ-0;Pac-In-Time (Japan) (SGB Enhanced);True
E3B7B3649E52EE6AA6FD98BAF88D50DE;DMG-APTP-0;Pac-In-Time (Europe) (SGB Enhanced);False
CD9027E147F4605F26EE261C537441B3;DMG-PCX-0;Pac-Man (Europe);False
1A76705A7617C4F2C54ECF60D89BD0AE;DMG-PCA-0;Pac-Man (Japan);True
F6B898BFAA367AC1B0782A363CD098C7;DMG-PCE-0;Pac-Man (USA);True
E2E76C7E50D4463F9E628DF2933BB79A;DMG-NOX-0;Pac-Panic (Europe) (SGB Enhanced);True
F683F5E516C1F267D4D16DC0E697F746;DMG-NOA-0;Pac-Panic (Japan) (SGB Enhanced);True
835D8F147210C87FD0B0CB8416ADADE0;DMG-APGJ-0;Pachi-Slot Hisshou Guide GB (Japan) (SGB Enhanced);True
DD3B8A8023D8EB0C9766D42F78BE4FB1;DMG-K3J-0;Pachi-Slot Kids (Japan);False
629275BBCB97EF74B0A9138F70BD6CD7;DMG-OHJ-0;Pachi-Slot Kids 2 (Japan);True
3164121570D96F879A1426DF2826269D;DMG-AK3J-0;Pachi-Slot Kids 3 (Japan);True
C197D6AFC51B6BCF616781A5C32708A4;DMG-ZPJ-0;Pachi-Slot World Cup '94 (Japan);True
DD807BCE8CE4A54A6BF40FF653BEEAF8;DMG-AKZJ-0;Pachinko CR Daiku no Gen-san GB (Japan) (SGB Enhanced);True
808058B66A16E497AAB979BA53BBE37E;DMG-AXXJ-0;Pachinko Data Card - Chou Ataru-kun (Japan) (SGB Enhanced);True
BBFBC7F8BF4BC6BC5F4B829B2E52D593;DMG-P7J-0;Pachinko Kaguya Hime (Japan);False
508F13C91C125DFC8EA0334D3BD9B2FD;DMG-APKJ-0;Pachinko Monogatari Gaiden (Japan) (SGB Enhanced);True
4AB6BD9D417355938A5197941863D98F;DMG-PJJ-0;Pachinko Saiyuuki (Japan);False
BE99CA18C5B9DBB90B4E08F164855BE5;DMG-PTJ-0;Pachinko Time (Japan);False
DE3860796170EE4CA80D302A5F024474;DMG-K7J-0;Pachio-kun (Japan);True
4781664E85368B224ABFA7C01A421F18;DMG-AP4J-0;Pachio-kun - Game Gallery (Japan);True
4625FCE9752DF3666F19EFD2A6F03748;DMG-CKJ-0;Pachio-kun - Puzzle Castle (Japan);True
FFED7CC94E45730F0ACD41DA998C6820;DMG-P4J-0;Pachio-kun 2 (Japan);False
55CEE72182F73704AC2240A971887210;DMG-AP3J-0;Pachio-kun 3 (Japan);True
2B3C9EE51F0E89DF14C3698B293BA531;DMG-APMP-0;Pagemaster, The (Europe) (SGB Enhanced);True
0040B5BD11A936063A0DC9A30B9A8727;DMG-APME-0;Pagemaster, The (USA) (SGB Enhanced);True
7A1DB9950B7FB12499DF822B32EF1ED9;DMG-PEJ-0;Painter Momopie (Japan);True
F4E5B89F72CF88C203D8F66C627ACD91;DMG-PXX-0;Palamedes (Europe);False
27E8623A411F04FDF53B43508A0D2A7B;DMG-PXA-0;Palamedes (Japan);True
E0B6FF29D6F0FC5B7509B70CB7C0ACA5;DMG-YBE-0;Panel Action Bingo (USA);True
4EAD57F6FB441FB86A78922F1288EE40;DMG-KBJ-0;Panel no Ninja Kesamaru (Japan);True
031E78C5067B88ABE2870841D1125A29;DMG-AGX-0;Pang (Europe);True
DCABC0879C258E54048237D280FFA7DA;DMG-MPE-0;Paperboy (USA, Europe);True
86E22A57CF0055F858ACC9A4062EBC30;DMG-Y2E-0;Paperboy 2 (USA, Europe);True
E0AADD04CF2C955FF60D9446B2B18931;DMG-PHJ-0;Parasol Henbee (Japan);True
AB5E4C728A5B62F7985C22C61551469C;DMG-P6X-0;Parasol Stars - Rainbow Islands II (Europe);False
C94AFB46CADA0118AA8FF08CC07749A4;DMG-PVX-0;Parodius (Europe);False
2E3A0305F79B058CC4618565BC2DB745;DMG-PVJ-0;Parodius Da! (Japan);True
1A9C3966C0C2D17C1D67A0A49409DB29;DMG-PFJ-0;Peetan (Japan);True
B86BE9C65C1BA0DB48D6EB8E0770926D;DMG-DBJ-0;Peke to Poko no Daruman Busters (Japan);False
62F6B0C1C7EED0AF0CB7D9F15D14E7C8;DMG-PLJ-0;Penguin Land (Japan);True
9C17A77F10F8C8024ADDC299CFD74B8B;DMG-PWE-0;Penguin Wars (USA);True
6EDAB4CBBFEB6F5A04AF669A31559F1C;DMG-PWJ-0;Penguin-kun Wars VS. (Japan);False
DF43E0ADFDC74B2829C7E95E91C71A28;DMG-P5J-0;Penta Dragon (Japan);True
248DAC256CCD86A224E7B28D86FA8BDE;DMG-APRP-0;PGA European Tour (USA, Europe) (SGB Enhanced);False
0D1406D83D25D417B8DE92BE3F302EBA;DMG-A3GP-0;PGA Tour 96 (USA, Europe) (SGB Enhanced);False
2A457900607B2BF87D1377F066D7AA44;DMG-P8J-0;Phantasm (Japan);True
6560B1BA5589509EFF4D1EDF318FBE58;DMG-URX-0;Phantom Air Mission (Europe);True
142D1F9F4B868780824CCA20010AD4D8;DMG-AP2J-0;Picross 2 (Japan) (SGB Enhanced);False
E41AAC285898754055EB3F0C3F280EA3;DMG-Y5X-0;Pierre le Chef Is... Out to Lunch (Europe);False
C03ABC409B442AA42864CB2AC2BA89B9;DMG-PBJ-0;Pinball - 66hiki no Wani Daikoushin! (Japan);False
113D8F894DF6B8C3641B2BA1FE60C250;DMG-PBE-0;Pinball - Revenge of the 'Gator (USA, Europe);False
FA4AF656B09274E5B8139BE0A3A39A2C;DMG-APDP-0;Pinball Deluxe (Europe);True
49C8EAA9801C56B432BEB6CF51D7FDE0;DMG-D8E-0;Pinball Dreams (USA, Europe);False
3496B0CAB86AE1981142C0DDB9AE6183;DMG-APFP-0;Pinball Fantasies (USA, Europe);False
1D44F2B3C1E0A1CB65BCD4D5D0486776;DMG-APIP-0;Pinball Mania (Europe);True
4202E3486B95AB9A5718830B2AA9B7F6;DMG-WOJ-0;Pingu - Sekai de 1ban Genki na Penguin (Japan);True
37F2E18C9C015C6578EF3DD404DAFE26;DMG-ACGP-0;Pinocchio (Europe);False
97FECF5AB824825B781771A40E1C60BF;DMG-ACGE-0;Pinocchio (USA);True
D9BACB4B392A0CE4E8F9D29BAA916B0B;DMG-PDA-0;Pipe Dream (Japan);True
0F021462180B18436C21299E923CCA91;DMG-PDE-0;Pipe Dream (USA);True
09066099D74C7398F6F99EA8CCEFA479;DMG-QFE-0;Pit Fighter (USA, Europe);False
45F764BF05ABE6102A641642C71CEDE3;DMG-PMA-0;Pitman (Japan);True
4CEE4E93651D9468E7EF47975B71ACA2;DMG-FLE-0;Play Action Football (USA);True
966CC6DF20D8C5D42F690F28BBCC8CAA;DMG-AHQP-0;Pocahontas (USA, Europe) (SGB Enhanced);False
E32F759CA399650F8A35535D0D815C23;DMG-ABFJ-0;Pocket Bass Fishing (Japan);True
FF22733A091E9D32596FBFF8331153C6;DMG-CBJ-0;Pocket Battle (Japan);False
3050CDF055B1D036F85C9C629B03FBF2;DMG-AKOP-0;Pocket Bomberman (Europe) (SGB Enhanced);True
50971F6CBB3E4395CB66213D7F096B46;DMG-APOJ-0;Pocket Bomber Man (Japan) (SGB Enhanced);True
E764267D68869AE2E7D6FDB37BB76F45;DMG-ATNJ-0;Pocket Densha (Japan) (SGB Enhanced);False
80644B75F16DC41B5B474807FA2FA765;DMG-HFAJ-0;Pocket Family (Japan) (SGB Enhanced);False
0EFE8E1F415CA008202BE92566EFDF75;DMG-AP6J-0;Pocket Golf (Japan);True
B8AE13EDC37731756974A2B520763F20;DMG-ASAJ-0;Pocket Kanjirou (Japan) (SGB Enhanced);True
9C189413F62B92172B0BB95E81731465;DMG-AKYJ-0;Pocket Kyoro-chan (Japan) (SGB Enhanced);False
DED0B53FCFCB2FC647982727CC8FA072;DMG-APLJ-0;Pocket Love (Japan) (SGB Enhanced);False
712B4B22DC5674E33C68BF0001AF8B34;DMG-APVJ-0;Pocket Love 2 (Japan) (SGB Enhanced);True
9B7768644978E51E316841B57DA510F0;DMG-ABGJ-0;Pocket Mahjong (Japan);False
AA13E886A47FD473DA63B7D5DDF2828D;DMG-APSJ-0;Pocket Monsters - Pikachu (Japan) (SGB Enhanced);False
96C1F411671B6E1761CF31884DDE0DBB;DMG-APSJ-1;Pocket Monsters - Pikachu (Japan) (Rev A) (SGB Enhanced);True
5D9C071CF6EB5F3A697BBCD9311B4D04;DMG-APSJ-2;Pocket Monsters - Pikachu (Japan) (Rev B) (SGB Enhanced);False
90AE2EA218F8E21AFA678C6A4E7B6013;DMG-APSJ-3;Pocket Monsters - Pikachu (Japan) (Rev C) (SGB Enhanced);False
912D4F77D118390A2E2C42B2016A19D4;DMG-APAJ-0;Pocket Monsters - Aka (Japan) (SGB Enhanced);False
4C44844F8D5AA3305A0CF2C95CF96333;DMG-APAJ-1;Pocket Monsters - Aka (Japan) (Rev A) (SGB Enhanced);True
C1ADF0A77809AC91D905A4828888A2F0;DMG-APEJ-0;Pocket Monsters - Ao (Japan) (SGB Enhanced);True
E30FFBAB1F239F09B226477D84DB1368;DMG-APBJ-0;Pocket Monsters - Midori (Japan) (SGB Enhanced);True
16DDD8897092936FBC0E286C6A6B23A2;DMG-APBJ-1;Pocket Monsters - Midori (Japan) (Rev A) (SGB Enhanced);False
296CB17655E184BB65C1CD2A3BC68D8A;DMG-APYJ-0;Pocket Puyo Puyo Tsuu (Japan) (SGB Enhanced);True
F3C6246DB6DD47701435E0EDE493B975;DMG-AP5J-0;Pocket Shougi (Japan) (SGB Enhanced);True
E7E0943CB9B8D6DD29C18E6A41E8D346;DMG-AHWJ-0;Pocket Sonar (Japan);True
A7B0E283170B28C4C77016A95210B714;DMG-PKJ-0;Pocket Stadium (Japan);False
A1EC7F07C7B4251D5FAFC50622D546F8;DMG-APED-0;Pokemon - Blaue Edition (Germany) (SGB Enhanced);False
50927E843568814F7ED45EC4F944BD8B;DMG-APEE-0;Pokemon - Blue Version (USA, Europe) (SGB Enhanced);True
6E7663F908334724548A66FC9C386002;DMG-APES-0;Pokemon - Edicion Azul (Spain) (SGB Enhanced);True
463C241C8721AB1D1DA17C91DE9F8A32;DMG-APAS-0;Pokemon - Edicion Roja (Spain) (SGB Enhanced);True
3D45C1EE9ABD5738DF46D2BDDA8B57DC;DMG-APAE-0;Pokemon - Red Version (USA, Europe) (SGB Enhanced);True
8ED0E8D45A81CA34DE625D930148A512;DMG-APAD-0;Pokemon - Rote Edition (Germany) (SGB Enhanced);False
35C8154C81ABB2AB850689FD28A03515;DMG-APEF-0;Pokemon - Version Bleue (France) (SGB Enhanced);True
669700657CB06ED09371CDBDEF69E8A3;DMG-APAF-0;Pokemon - Version Rouge (France) (SGB Enhanced);True
EBE0742B472B3E80A9C6749F06181073;DMG-APEI-0;Pokemon - Versione Blu (Italy) (SGB Enhanced);False
6468FB0652DDE30EB968A44F17C686F1;DMG-APAI-0;Pokemon - Versione Rossa (Italy) (SGB Enhanced);False
16D86EC93F9AAD85EDCEC7E6DB18B435;DMG-N7J-0;Pokonyan! - Yume no Daibouken (Japan) (SGB Enhanced);True
2A76AB00F041EC61EA08899021A4C07E;DMG-AAJ-0;Ponta to Hinako no Chindouchuu - Yuujou Hen (Japan);True
B85A4BDEA69168870D5BE639B8A1AA4B;DMG-OPX-0;Pop Up (Europe);False
05D5CF3404868EFC22AC06E22AB5BA89;DMG-TDX-0;Pop'n TwinBee (Europe);False
55A2CA284B3B42F6C55D59F9E11C196C;DMG-PYA-0;Popeye (Japan);True
0CC70045DA0C0CAE54892684AF4C0202;DMG-PGX-0;Popeye 2 (Europe);True
5CBD186AF88B167C2A972DDAC81AE756;DMG-PGJ-0;Popeye 2 (Japan);True
30B579D82AE755BD37C1D4157A96129C;DMG-PGE-0;Popeye 2 (USA);True
AB5FAC354726B7B0710CFDBA22D7142F;DMG-P9X-0;Populous (Europe);True
A98F3B3B87D4B8AE3672F518295A8FDE;DMG-P9A-0;Populous (Japan);True
CFEE195BFD47E8E061ED67B9545242A4;DMG-XCA-0;Power Mission (Japan);True
5D516B5DE2BF54FB6C687F1838B628CC;DMG-XCA-1;Power Mission (Japan) (Rev A);True
3C8DFC25FD8D2691CFE1CB2C375E097C;DMG-XCE-0;Power Mission (USA);True
F213C0040E067CFAE27C3FE90143B7C3;DMG-APWJ-0;Power Pro GB (Japan) (SGB Enhanced);True
7BD22F707C9264FA6C94C0248576167D;DMG-APWJ-1;Power Pro GB (Japan) (Rev A) (SGB Enhanced);True
8E76D1CE4B251E3A31056FEDDDA92E9B;DMG-PQX-0;Power Racer (Europe);True
64F43161EB16EB1BE99262C36867BC79;DMG-UHE-0;Prehistorik Man (USA, Europe);True
24186CB8EF3210C00B9C227C71B9DB73;DMG-P2A-0;Pri Pri - Primitive Princess! (Japan);False
C1CFF8487B25700A509CE89CC3C7BCAC;DMG-AR9P-0;Primal Rage (USA, Europe);False
710EE7DA860FB18A29A929DB1198C1BB;DMG-NPX-0;Prince of Persia (Europe) (En,Fr,De,Es,It);False
7A1ED5C273362A56EAEC07A1DDD6B195;DMG-NPJ-0;Prince of Persia (Japan);True
80034DA43F35307291714AE2553D9DDF;DMG-NPE-0;Prince of Persia (USA);True
052BD7A432452C0E811D1EA8BB6D9B21;DMG-AZZJ-0;Pro Mahjong Kiwame GB (Japan) (SGB Enhanced);False
741890CBDEEFE98175A56A87B9E9EF8E;DMG-KFJ-0;Pro Soccer (Japan);True
93660017F0AF0589E3CE0869EBBE9BDC;DMG-PRJ-0;Pro Wrestling (Japan);True
D1D01441DBC0BAA83B23010CB60C687B;DMG-PIJ-0;Higashio Osamu Kanshuu Pro Yakyuu Stadium '91 (Japan);False
74B8D0C410C9579AB69B3550B2134DF6;DMG-EIJ-0;Higashio Osamu Kanshuu Pro Yakyuu Stadium '92 (Japan);True
298C80FE568BB2FF8BB7E4DFE5862A9D;DMG-CNX-0;Probotector (Europe);False
E1EA97584E0CF0D0F4187E1C6322DA93;DMG-ACSP-0;Probotector 2 (Europe) (SGB Enhanced);True
D7569C3FAAA4A657385C119E6B4A48C6;DMG-VCX-0;Prophecy - The Viking Child (Europe) (En,Fr,De,Es,It);True
AFA16D0822254CF68DF1E29556E6CBCC;DMG-VCE-0;Prophecy - The Viking Child (USA);True
84133AF3324FC1AAF00C0769E15708C0;DMG-NSE-0;Punisher, The - The Ultimate Payback (USA);False
2CF73AE0EF2B62E9D20B5432B2F6C5DE;DMG-APPJ-0;Purikura Pocket - Fukanzen Joshikousei Manual (Japan) (SGB Enhanced);True
B5E99DCB3296AFB933796E552CAC1E31;DMG-A2PJ-0;Purikura Pocket 2 - Kareshi Kaizou Daisakusen (Japan) (SGB Enhanced);True
D112981290430C09B82D7FD7EDFCE0BB;DMG-A3PJ-0;Purikura Pocket 3 - Talent Debut Daisakusen (Japan) (SGB Enhanced);True
1A181F068D715C4CA350FB168FB9DD8A;DMG-QQJ-0;Puyo Puyo (Japan) (SGB Enhanced);False
300EA2593B2C29C3950FED23D672E11E;DMG-QQJ-1;Puyo Puyo (Japan) (Rev A) (SGB Enhanced);False
37C69C73C81E221189A672938B5F30AB;DMG-AGPJ-0;Puzzle Bobble GB (Japan);False
AEE13A4AA95C9B3A4B4CF607A3E17A91;DMG-APJ-0;Puzzle Boy (Japan);False
1CDEA2BEB1F8F1F4A3FB0C939112267E;DMG-P3J-0;Puzzle Boy II (Japan);True
073E6A0F2FDAE655760AAF6DB81DA3B2;DMG-APNJ-0;Puzzle Nintama Rantarou (Japan) (SGB Enhanced);False
9A777D82CD7A8913BA1AED2CC854FA50;DMG-PZA-0;Puzznic (Japan);False
1C1619F1CAEF49132E87160AA20A0A4D;DMG-YRE-0;Pyramids of Ra (USA);True
D310864869DCA081FD30002548830051;DMG-QBA-0;Q Billion (Japan);True
AB7A5F3D9E818A434CC64915C3DBD31F;DMG-QBE-0;Q Billion (USA);True
1C1911E4A8D299FCC5DF4180F33B69E6;DMG-QTJ-0;Q-bert for Game Boy (Japan);True
514688DF17C1F7BCF978A13C83D0C22C;DMG-QTE-0;Q-bert for Game Boy (USA, Europe);False
1C94DCCDFAAA0C3E1D6BDA5969704885;DMG-QXA-0;QIX (World);False
530220B702B6E1CC4D0CA9FEC3749646;DMG-QRJ-0;Quarth (Japan);True
DE2236723C8D218E04C93849EBCDA72D;DMG-QRE-0;Quarth (USA, Europe);True
65EF3652202749D5D281C9C9641E0E19;DMG-AJJ-0;Quiz Nihon Mukashibanashi - Athena no Hatena (Japan);True
6064C32BCF58C67966231E0ECBC76BFD;DMG-QSJ-0;Quiz Sekai wa Show by Shoubai!! (Japan);True
89BDC38FD17A6C969306F756EDEF8A70;DMG-REA-0;R-Type (Japan);True
972DC35B3B2BD0762999B1AE48DA94F6;DMG-REE-0;R-Type (USA, Europe);False
967030223FA85F7BA4AC71F26837F831;DMG-RZX-0;R-Type II (Europe);True
ACAC255E33082DDE52EEE7AF941D8681;DMG-RZA-0;R-Type II (Japan);True
4E4D51039CCE43B11F51191DC7A6BCD9;DMG-ARDE-0;Race Days (USA);True
B65938F85944BDA47E59C123537ABEA0;DMG-ARDP-0;Race Days (Europe);False
74D409740CE00448D42B25EBB31E7BCD;DMG-RVE-0;Race Drivin' (USA, Europe);False
CF4E3F4EE5DF2D68E978826AE564E1DA;DMG-RDJ-0;Racing Damashii (Japan);True
8CA4B92850C06465FA7BACAD00314CF0;DMG-RMA-0;Radar Mission (Japan);False
82D650A781EF372126A863D519C01AAE;DMG-RME-0;Radar Mission (USA, Europe);True
1752014C81020E4DBCE44C47C301DAF9;DMG-OBE-0;Raging Fighter (USA, Europe);False
7172C397CB5D45E28B615C26E518A107;DMG-R8J-0;Rampart (Japan);True
ABA4C0670730F413D4946D88AAB28629;DMG-R8E-0;Rampart (USA, Europe);True
12D88FA2C0E6707F05BEB556B661702D;DMG-RNJ-0;Ranma 1-2 (Japan);False
F8B0F3889FC7B9936F7E556A3F73825F;DMG-ROJ-0;Ranma 1-2 - Kakugeki Mondou!! (Japan);True
