MD5;Name (No-Intro);Size;Dump Type;Good Dump;Date;Datter;Cart Serial;PCB;ROM Serial;Stamp
3073432455A395835DE6147399B36CFC;Sabrina - The Animated Series - Spooked! (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-B4PP-UKV;DMG-A07-01;CGB-B4PP-0;;
CB689DC8D4E95FE9D190F6F5AD1D0ED4;Sabrina - The Animated Series - Zapped! (Europe) (En,Fr,De);2097152;Trusted Dump;TRUE;01 01 1990;root;CGB-BSGX-EUU;;;;
EC39462E39E3CBCABE03667FABF12D5A;Sabrina - The Animated Series - Zapped! (USA, Europe);2097152;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BSGP-EUR;DMG-A09-10;CGB-BSGP-0;;
EEB8A7311A959035E8A3C3822329EA48;Sakata Gorou Kudan no Renju Kyoushitsu (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;19 08 2014;BigFred;DMG-AREJ-JPN;;DMG-AREJ-0;;
70883B45A97984CB033C2B95028BEF65;Sakura Taisen GB - Geki Hana Gumi Nyuutai! (Japan);4194304;Trusted Dump;TRUE;23 08 2014;BigFred;CGB-BRJJ-JPN;;CGB-BRJJ-0;;
5B36285C8491BE0E1CB0C2C741D2B793;Sakura Taisen GB2 - Thunderbolt Sakusen (Japan);4194304;Third Party;TRUE;01 01 1990;root;;;;;
5B36285C8491BE0E1CB0C2C741D2B793;Sakura Taisen GB2 - Thunderbolt Sakusen (Japan);4194304;Third Party;TRUE;31 03 2018;Tauwasser;CGB-BQYJ-JPN;DMG-A08-10;CGB-BQYJ-0;15;
7EE095116F1733DC6BA2B2DE3F28F5EF;Samurai Kid (Japan);1048576;Trusted Dump;TRUE;02 05 2015;xuom2;CGB-BS5J-JPN;;;;
19601E4FC1F7084076128DCA0182F5A7;San Francisco Rush 2049 (USA, Europe);1048576;Trusted Dump;TRUE;20 09 2012;BigFred;CGB-ASXP-EUU;DMG-A07-01;CGB-ASXP-0;;
73BC46B4EB6E6924DC1B830E884A05F9;Sangokushi - Game Boy Ban 2 (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AS9J-JPN;;;;
0146768D48B8317E0C8A2C7DD8D31860;Sanrio Timenet - Kako Hen (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;23 08 2014;BigFred;DMG-ATPJ-JPN;;DMG-ATPJ-0;;
388A603E8B6D0FCF7C553FB00A7C5171;Sanrio Timenet - Mirai Hen (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;23 08 2014;BigFred;DMG-ATFJ-JPN;;DMG-ATFJ-0;;
5DF6D1EC0E9241E1ED8A8EE7FF318631;Santa Claus Junior (Europe);1048576;Trusted Dump;TRUE;12 10 2010;root;CGB-B3JP-EUR;;;0;
6EBCA05013AF9C103AEA798E0EB924C6;Saru Puncher (Japan) (SGB Enhanced) (GB Compatible);2097152;Third Party;TRUE;01 01 1990;root;DMG-BSPJ-JPN;;;;
117A9BABAE15960DC4DE04AC44066ED2;Scooby-Doo! - Classic Creep Capers (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BCCP-EUR-1;DMG-A07-01;CGB-BCCP-0;;
0E31B2DCDE31C590A0835B22F653FD2D;Scrabble (Europe);1048576;Third Party;TRUE;01 01 1990;root;CGB-B9QP-EUR;;;;
919C330030214DE201278FC6A232A661;SD Hiryuu no Ken EX (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AUXJ-JPN;;;;
84749230AB0C2A8881242E67D990FFB1;Sei Hai Densetsu (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AEOJ-JPN;;;;
90DFD51F7A508A4FAC1608FB7A44317F;Semekomi Dungeon - Drururuaga (Japan) (GB Compatible);2097152;Third Party;TRUE;01 01 1990;root;;;;;
90DFD51F7A508A4FAC1608FB7A44317F;Semekomi Dungeon - Drururuaga (Japan) (GB Compatible);2097152;Third Party;TRUE;31 03 2018;Tauwasser;DMG-BV6J-JPN;DMG-A08-01;DMG-BV6J-0;9;
496AFC38447D1DDEC45583F3DF074B35;Senkai Ibunroku Juntei Taisen - TV Animation Senkaiden Houshin Engi Yori (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-BHSJ-JPN;;;;
6814576EE449D4119027DC4A85B92555;Sesame Street Sports (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BSQE-USA;;;;
A2623ACF15EC36AB072EE5B92B88B613;Sgt. Rock - On the Frontline (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BRFE-USA;;;;
9D79034C9B026F448F84F9898C6CCFD6;Shadowgate Classic (USA, Europe) (En,Fr,De,Es,Sv) (GB Compatible);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;DMG-ASWE-USA;DMG-A06-01;DMG-ASWE-0;;
9D79034C9B026F448F84F9898C6CCFD6;Shadowgate Classic (USA, Europe) (En,Fr,De,Es,Sv) (GB Compatible);1048576;Trusted Dump;TRUE;12 10 2010;root;DMG-ASWP-AUS;;;;
90280833C156E2CA8E4EAA29ADF369B2;Shadowgate Classic (USA, Europe) (En,Fr,De,Es,Sv) (Rev A) (GB Compatible);1048576;Trusted Dump;TRUE;01 01 1990;root;DMG-ASWP-EUR;;;;
90280833C156E2CA8E4EAA29ADF369B2;Shadowgate Classic (USA, Europe) (En,Fr,De,Es,Sv) (Rev A) (GB Compatible);1048576;Trusted Dump;TRUE;14 01 2012;BigFred;DMG-ASWP-EUR;;;;
90280833C156E2CA8E4EAA29ADF369B2;Shadowgate Classic (USA, Europe) (En,Fr,De,Es,Sv) (Rev A) (GB Compatible);1048576;Trusted Dump;TRUE;28 03 2013;Tauwasser;DMG-ASWP-EUR;DMG-A06-01;DMG-ASWP-1;22A;
4C18B5D470B105344EC55D195A05D2DE;Shadowgate Return (Japan) (GB Compatible);1048576;Trusted Dump;TRUE;19 08 2014;BigFred;DMG-ASWJ-JPN;;DMG-ASWJ-0;;
43F61059772E7CEF92E32F05DD89205B;Shaman King Card Game - Chou Senjiryakketsu - Funbari Hen (Japan);4194304;Trusted Dump;TRUE;19 08 2014;BigFred;CGB-BQUJ-JPN;;CGB-BQUJ-0;;
B3550A7C733B9392477F5B2E4502D7A8;Shaman King Card Game - Chou Senjiryakketsu - Meramera Hen (Japan);4194304;Trusted Dump;TRUE;19 08 2014;BigFred;CGB-BQVJ-JPN;;CGB-BQVJ-0;;
C0E42B4B7BA5605C3AB7B83B1E2FAB6D;Shamus (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;10 10 2010;Tauwasser;DMG-AVXP-EUR;DMG-A07-01;DMG-AVXP-0;;
08680AEDC945591F81461C1BF459124E;Shanghai Pocket (USA) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AHPE-USA;;;;
F7E13DE010DECF104EFA3DB865971F34;Shanghai Pocket (USA, Europe) (Rev A) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;01 01 1990;root;DMG-AHPP-EUR;;;;
028C4262DBB49F4FC462A6EB3E514D72;Shantae (USA);4194304;Trusted Dump;TRUE;30 04 2013;BigFred;CGB-B3AE-USA;;;;
3BCB284142A35A8D86550C2F34549DCC;Shaun Palmer's Pro Snowboarder (USA, Australia);2097152;Trusted Dump;TRUE;11 11 2012;BigFred;B3SP;;;;
3D04E5C70919118EF6E7CB69DAE14B10;Shin Megami Tensei Devil Children - Aka no Sho (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;03 02 2012;Tauwasser;DMG-BHNJ-JPN;DMG-A03-10;DMG-BHNJ-0;9;
158691457CB7365CAFBD0B7BB230FADF;Shin Megami Tensei Devil Children - Kuro no Sho (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;03 02 2012;Tauwasser;DMG-BHEJ-JPN;DMG-A03-10;DMG-BHEJ-0;1;
158691457CB7365CAFBD0B7BB230FADF;Shin Megami Tensei Devil Children - Kuro no Sho (Japan) (SGB Enhanced) (GB Compatible);2097152;Third Party;TRUE;31 03 2018;Tauwasser;DMG-BHEJ-JPN;DMG-A03-10;DMG-BHEJ-0;41;
9354CC341AA23DA3E29829DA76B8888E;Shin Megami Tensei Devil Children - Shiro no Sho (Japan);2097152;Trusted Dump;TRUE;03 02 2012;Tauwasser;CGB-BHWJ-JPN;DMG-A03-10;CGB-BHWJ-0;8;
9354CC341AA23DA3E29829DA76B8888E;Shin Megami Tensei Devil Children - Shiro no Sho (Japan);2097152;Trusted Dump;TRUE;12 04 2017;Tauwasser;CGB-BHWJ-JPN;DMG-A03-10;CGB-BHWJ-0;8;
4EF95A30C72008DEE31AB836742C9ACF;Shin Megami Tensei Trading Card - Card Summoner (Japan);2097152;Trusted Dump;TRUE;03 02 2012;Tauwasser;CGB-BT8J-JPN;DMG-A03-10;CGB-BT8J-0;1;
211031BE4F99F69BFD8DFACC2B148D7C;Shinseiki Evangelion - Mahjong Hokan Keikaku (Japan);2097152;Third Party;TRUE;01 01 1990;root;;;;;
211031BE4F99F69BFD8DFACC2B148D7C;Shinseiki Evangelion - Mahjong Hokan Keikaku (Japan);2097152;Third Party;TRUE;31 03 2018;Tauwasser;CGB-BQRJ-JPN;DMG-A08-01;CGB-BQRJ-0;0;
C8B51BECB4EDACC3B115A81329AA12C0;Shougi 2 (Japan) (GB Compatible);262144;Third Party;TRUE;01 01 1990;root;;;;;
C8B51BECB4EDACC3B115A81329AA12C0;Shougi 2 (Japan) (GB Compatible);262144;Third Party;TRUE;31 03 2018;Tauwasser;DMG-AS8J-JPN;DMG-A07-01;DMG-AS8J-0;12;
30F78CB1AF3772826AB1D0F6D989BB52;Shougi 3 (Japan) (GB Compatible);262144;Trusted Dump;TRUE;10 10 2010;root;DMG-B9SJ-JPN;;;;
69C68B13BB0DA057ACBAFE24E389E855;Shrek - Fairy Tale Freakdown (USA, Europe) (En,Fr,De,Es,It);2097152;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BFUE-USA;DMG-A09-10;CGB-BFUE-0;;
69C68B13BB0DA057ACBAFE24E389E855;Shrek - Fairy Tale Freakdown (USA, Europe) (En,Fr,De,Es,It);2097152;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BFUP-EUR;DMG-A09-10;CGB-BFUP-0;;
43202194489C664523243AE75EE041AF;Shutokou Racing, The (Japan) (SGB Enhanced) (GB Compatible);131072;Third Party;TRUE;01 01 1990;root;DMG-ASUJ-JPN;;;;
2A4F3309FE05B47A98D8C5B4C81B91E5;Simpsons, The - Night of the Living Treehouse of Horror (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BNOP-EUR;DMG-A07-01;CGB-BNOP-0;;
5DA63FE252B4CB3E17DD4986FB276690;Smurfs Nightmare, The (Europe) (En,Fr,De,Es);1048576;Trusted Dump;TRUE;14 01 2012;BigFred;CGB-ASNP-NOE;;;;
20052C527795A4F332BE14AFF49D4D4B;Smurfs Nightmare, The (USA);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-ASNE-USA;;CGB-ASNE-0;;
78F920F4E9174CD3382294129D30F373;Snobow Champion (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-B5CJ-JPN;;;;
D3C6C44A4F6021B4D5A6454A87AF9A6C;Snoopy Tennis (Europe) (En,Fr,De,Es,It,Nl);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-BS9P-NOE;;CGB-BS9P-0;;
6DEF7D77E305997838C4B64B5163E3C2;Snoopy Tennis (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BS9J-JPN;;;;
56CBF668AF5095A073E205A07987C82A;Snoopy Tennis (USA) (En,Fr,Es);1048576;Third Party;TRUE;01 01 1990;root;CGB-BS9E-USA;;;;
6156E8789CE8126C299892F34D2C9805;Snow White and the Seven Dwarfs (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da);1048576;Third Party;TRUE;01 01 1990;root;CGB-B7DP-EUR;;;;
0C1C350CE431ACE4328C0E935FA2F41B;Snow White and the Seven Dwarfs (USA);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-B7DE-USA;;CGB-B7DE-0;;
523FAC00115280EDE5AC1647552B2024;SnowCross (Europe) (En,Fr,De,Es,It,Pt);1048576;Third Party;TRUE;01 01 1990;root;CGB-B3OP-EUR;;;;
BA0AEEDAE367F82A1FD2760CFCDA2BD9;Soccer Manager (Europe) (En,Fr,De,Es);1048576;Third Party;TRUE;01 01 1990;root;CGB-BSMP-EUR;;;;
DC15BF4D545A2C537F46598CB9204DAF;Solomon (Japan);1048576;Trusted Dump;TRUE;09 03 2014;BigFred;CGB-BSOJ-JPN;;;;
F09214D17150911AF6AACBE5D89BC00F;Soreike! Anpanman - 5-tsu no Tou no Ousama (Japan);1048576;Trusted Dump;TRUE;08 06 2016;xuom2;CGB-BS2J-JPN;;;;
28B5114313B8ABC43A31EA40AA91CF52;Soreike! Anpanman - Fushigi na Nikoniko Album (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;01 01 1990;root;DMG-AANJ-JPN;;;;
47E8DCB47A5E87F74441BB735F255ABA;Soukoban Densetsu - Hikari to Yami no Kuni (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AWIJ-JPN;;;;
053D55B23C41C5E0E3227239F4844FEA;Soul Getter - Houkago Bouken RPG (Japan) (GB Compatible);2097152;Trusted Dump;TRUE;09 03 2014;BigFred;DMG-AL9J-JPN;;;;
46E0E199F58AEBBB75B4ED16DA5AAE60;Space Invaders (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;11 11 2012;BigFred;AIVP;;;;
A1304BDEFA239600BD6116081BAE2E23;Space Invaders X (Japan) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-BSIJ-JPN;;;;
5EE49EAF9A2C19623478215788C0BFDC;Space Marauder (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-AZYE-USA;;;;
062BFA5E5B52B5A4ACE5B59C364FE2FF;Space-Net - Cosmo Blue (Japan);2097152;Trusted Dump;TRUE;13 09 2014;BigFred;CGB-BNBJ-JPN;;;;
8EB8951D69263571392192BF3D928099;Space-Net - Cosmo Red (Japan);2097152;Third Party;TRUE;01 01 1990;root;;;;;
8EB8951D69263571392192BF3D928099;Space-Net - Cosmo Red (Japan);2097152;Trusted Dump;TRUE;14 08 2017;xuom2;CGB-BREJ-JPN;;;;
488611AF773CEC5B7ECC5BD3EFB754BB;Spacestation Silicon Valley (Europe) (En,Fr,De,Es,It,Nl,Sv) (GB Compatible);2097152;Trusted Dump;TRUE;06 01 2014;Tauwasser;DMG-AV2P-EUR;DMG-A08-01;DMG-AV2P-0;34;
FEBD6CDB9F12B6003D7EF33045EF7079;Spawn (USA);2097152;Third Party;TRUE;01 01 1990;root;;;;;
49B834AC7CD50DA9B424E17C112C577A;Speedy Gonzales - Aztec Adventure (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;05 09 2010;Tauwasser;DMG-ALZP-UKV;DMG-A07-01;DMG-ALZP-0;34;
402DF05FC7CEE731E564B48366BC779D;Spider-Man (France);1048576;Third Party;TRUE;01 01 1990;root;CGB-BSEF-FRA;;;;
B74E388091F84C552EA4E2C1BE3FBA95;Spider-Man (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BSEJ-JPN;;;;
9FDE547BCB70B108895E259DA4C4E100;Spider-Man (USA, Europe);1048576;Trusted Dump;TRUE;01 01 1990;root;CGB-BSEP-EUR;;;;
85BBAD46380DFFA631F8CE732E9C5D89;Spider-Man 2 - The Sinister Six (USA, Europe);1048576;Trusted Dump;TRUE;02 12 2012;BigFred;CGB-B2SP-EUR-1;DMG-A07-01;CGB-B2SP-0;;
144FC4636FCEFBD56D906505F5308DA1;Spirou Robbedoes - The Robot Invasion (Europe) (En,Fr,De,Es,It,Nl,Da);1048576;Third Party;TRUE;01 01 1990;root;CGB-BSCP-EUR;;;;
4272D192CF2B14DB93F1E2D1BC07AA74;SpongeBob SquarePants - Legend of the Lost Spatula (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BQPP-EUR;DMG-A07-01;CGB-BQPP-0;34;
FE002EE7D615BF7B728BF6031645B168;Spy vs. Spy (Europe) (En,Fr,De,Es,It,Nl,Sv);1048576;Trusted Dump;TRUE;01 01 1990;root;CGB-AS6P-EUR;;;;
A5BFA8B98969CA67811ED2D7BFBF5535;Spy vs. Spy (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-AS6J-JPN;;;;
D5F373B287D29E882A1F1182542D5B68;Spy vs. Spy (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-AS6E-USA;;;;
820E0A19275FABC03FE619C42DB47179;Star Ocean - Blue Sphere (Japan) (SGB Enhanced) (GB Compatible);4194304;Trusted Dump;TRUE;19 08 2014;BigFred;DMG-BO2J-JPN;;DMG-BO2J-0;;
B9CF2CC6FF8CBE94CB58FFA958475AB8;Star Wars Episode I - Obi-Wan's Adventures (Europe) (En,Fr,De,Es,It);1048576;Third Party;TRUE;01 01 1990;root;CGB-BOWP-EUR;;;;
484EEB83AD00353272767485ECA59EA5;Star Wars Episode I - Obi-Wan's Adventures (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BOWE-USA;;;;
D1E875CB7DAC0092E83B9E7799B06653;Star Wars Episode I - Racer (USA, Europe) (Rumble Version);2097152;Trusted Dump;TRUE;01 01 1990;root;CGB-VYHE-USA;;;;
D1E875CB7DAC0092E83B9E7799B06653;Star Wars Episode I - Racer (USA, Europe) (Rumble Version);2097152;Trusted Dump;TRUE;01 01 2012;BigFred;CGB-VYHP-EUR;;;;
D1E875CB7DAC0092E83B9E7799B06653;Star Wars Episode I - Racer (USA, Europe) (Rumble Version);2097152;Trusted Dump;TRUE;25 01 2014;BigFred;CGB-VYHP-EUR;DMG-A11-01;CGB-VYHP-0;0;
326F861A8FB3E21F1E9379E62CFB6BEA;Stranded Kids (Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;14 01 2012;BigFred;DMG-AVKP-EUR;;;;
2FFA53B90351C9A3390CA1F848435239;Street Fighter Alpha - Warriors' Dreams (Europe);1048576;Third Party;TRUE;01 01 1990;root;CGB-AFZP-EUR;;;;
6ACD649D8AB0EC4F26B8CA3930434264;Street Fighter Alpha - Warriors' Dreams (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BFZJ-JPN;;;;
DB1AEAA7135BD5707DBBCCC427808CD7;Street Fighter Alpha - Warriors' Dreams (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-AFZE-USA;;;;
6B2118817985DBB1BB36A804A8240641;Stuart Little - The Journey Home (Europe) (Fr,De);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-BJIX-EUR;;CGB-BJIX-0;;
AC38DFD19646CA6E143024D699145C70;Stuart Little - The Journey Home (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BJIP-UKV;DMG-A07-01;CGB-BJIP-0;;
34FDA0252963CC5A24C7382AA12B72C6;Super Black Bass - Real Fight (Japan) (Rumble Version);4194304;Trusted Dump;TRUE;06 01 2014;Tauwasser;CGB-VRFJ-JPN;DMG-A11-01;CGB-VRFJ-0;20;
CF45B5414EC4515F7A1021C139EDD71E;Super Black Bass Pocket 3 (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;;;;;
CF45B5414EC4515F7A1021C139EDD71E;Super Black Bass Pocket 3 (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;31 03 2018;Tauwasser;DMG-ABQJ-JPN;DMG-A06-01;DMG-ABQJ-0;12;
6DBC891774265F4BC8CCBA65F9383AEC;Super Bombliss DX (Japan) (En) (SGB Enhanced) (GB Compatible);262144;Third Party;TRUE;01 01 1990;root;DMG-A2OJ-JPN;;;;
3383C2754015C4DA7B5295A28AC09739;Super Breakout! (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible);524288;Trusted Dump;TRUE;12 10 2010;root;DMG-AOTP-EUR;;;22;
9B8869FA36562A32EDEC76717632875E;Super Breakout! (USA) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AOTE-USA;;;;
A601E9009C88C7DCFAC8AAEA41DD45D8;Super Chinese Fighter EX (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-A66J-JPN;;;;
1E90FA6DAB5D51A09F0F6134C96EFA08;Super Doll Licca-chan - Kisekae Daisakusen (Japan);1048576;Trusted Dump;TRUE;01 01 1990;root;CGB-BSLJ-JPN;;;;
8B437E964CA98E785010160160CF380A;Super Gals! Kotobuki Ran (Japan);4194304;Trusted Dump;TRUE;28 03 2013;Tauwasser;CGB-BGLJ-JPN;DMG-A14-10;CGB-BGLJ-0;0;
B2FE715038778210C0C2C8DD06B2A11F;Super Gals! Kotobuki Ran 2 - Miracle Getting (Japan);4194304;Third Party;TRUE;01 01 1990;root;;;;;
B2FE715038778210C0C2C8DD06B2A11F;Super Gals! Kotobuki Ran 2 - Miracle Getting (Japan);4194304;Trusted Dump;TRUE;07 02 2017;xuom2;CGB-GBUJ-JPN;;;;
8040970140B2E728A0078504C2BCD908;Super Mario Bros. Deluxe (Japan) (NP);1048576;Trusted Dump;TRUE;05 12 2013;Tauwasser;CGB-AHYJ-JPN;;;;
EC764E03228D212CA794AC0B9DF62857;Super Mario Bros. Deluxe (USA, Europe);1048576;Trusted Dump;TRUE;01 01 1990;root;CGB-AHYP-EUR;;;;
1FD75C2B798C04ACD4B99AD2F1006280;Super Mario Bros. Deluxe (USA, Europe) (Rev A);1048576;Trusted Dump;TRUE;19 08 2014;BigFred;CGB-AHYP-AUS;;CGB-AHYP-1;;
B5A71128227F5BC953FD55CB0025807F;Super Mario Bros. Deluxe (USA, Europe) (Rev B);1048576;Trusted Dump;TRUE;14 01 2012;BigFred;CGB-AHYP-EUR-4;;;;
B5A71128227F5BC953FD55CB0025807F;Super Mario Bros. Deluxe (USA, Europe) (Rev B);1048576;Third Party;TRUE;11 03 2018;DeriLoko3;-;;;;
5D4CDBF3B54B6857C29CB24EBFAF2470;Super Me-Mail GB - Me-Mail Bear no Happy Mail Town (Japan);1048576;Trusted Dump;TRUE;08 06 2016;xuom2;CGB-BHAJ-JPN;;;;
C259CF18B489D1DDECB4B7A04FEDFD2E;Super Real Fishing (Japan) (Rumble Version);1048576;Third Party;TRUE;01 01 1990;root;CGB-VPFJ-JPN;;;;
6C7DC7CE74088A9E42A6FB8D98A67714;Super Robot Pinball (Japan);2097152;Trusted Dump;TRUE;02 05 2015;xuom2;CGB-BSUJ-JPN;;;;
D710CD23E7E38023297D04E935DBEBAE;Super Robot Taisen - Link Battler (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;23 08 2014;BigFred;DMG-AL6J-JPN;;DMG-AL6J-0;;
DC640627128579EE52C3FB0FF38A96F0;Supercross Freestyle (Europe) (En,Fr,De,Es,It);2097152;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-BSXP-UKV;DMG-A08-01;CGB-BSXP-0;11;
B9BC4621F069F59E22EEE05EEB6503CD;Supreme Snowboarding (Europe) (En,Fr,De);2097152;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-AXWP-NOE;DMG-A09-01;CGB-AXWP-0;22;
07D4DF7A1C93F5BEF617E5A90B9EDEE2;Survival Kids (USA) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AVKE-USA;;;;
41530A4366254265021EB0668AE9884D;Survival Kids - Kotou no Boukensha (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;FALSE;01 01 1999;root;;;;;
37938C96F34C9BE568095F868FF71D1C;Survival Kids - Kotou no Boukensha (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;07 01 2017;BigFred;DMG-AVKJ-JPN;;;;
9D2F7E1AC30A46456A841C264963E5EA;Survival Kids 2 - Dasshutsu!! Futago-Jima! (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;23 08 2014;BigFred;DMG-B2VJ-JPN;;DMG-B2VJ-0;;
54051BC19CE1C0301710D7845717DBAD;Suzuki Alstare Extreme Racing (Europe) (En,Fr,De,Es,It,Nl);524288;Third Party;TRUE;01 01 1990;root;CGB-AXRP-EUR;;;;
8DC38A2906306949576E60B8D4BABC5F;Sweet Ange (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;13 09 2014;BigFred;DMG-AUBJ-JPN;;;;
C53D2F538F6A5F421C87F935A42AA912;Swing (Germany);1048576;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-BSWD-NOE;DMG-A06-01;CGB-BSWD-0;34;
3A00468EA1520A57F23F88D43CF8C067;SWIV (Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;01 01 1990;root;CGB-BSVP-EUR;;;;
5B250AB006A50301F29E74551531BD7F;Sylvanian Families - Otogi no Kuni no Pendant (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;01 01 1990;root;DMG-ALVJ-JPN;;;;
F16C1E8B98E0DBE969214FE3DF4562D1;Sylvanian Families 2 - Irozuku Mori no Fantasy (Japan);2097152;Third Party;TRUE;01 01 1990;root;;;;;
F16C1E8B98E0DBE969214FE3DF4562D1;Sylvanian Families 2 - Irozuku Mori no Fantasy (Japan);2097152;Third Party;TRUE;31 03 2018;Tauwasser;CGB-BLVJ-JPN;DMG-A08-10;CGB-BLVJ-0;7;
816CE6275D9D5C78B8497E8D0B6A9ECE;Sylvanian Families 3 - Hoshi Furu Yoru no Sunadokei (Japan);2097152;Trusted Dump;TRUE;10 10 2010;root;CGB-BL3J-JPN;;;;
08130CB33FE270321D04D056B85D2037;Sylvanian Melodies - Mori no Nakama to Odori Masho! (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;;;;;
08130CB33FE270321D04D056B85D2037;Sylvanian Melodies - Mori no Nakama to Odori Masho! (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;31 03 2018;Tauwasser;DMG-BMKJ-JPN;DMG-A06-01;DMG-BMKJ-0;13;
88E01DB4AEE70B3C48324F991D149A2A;Sylvester and Tweety - Breakfast on the Run (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AYRP-UKV;;;;
89F251B40B2420AE1DDE4D22CA01ED72;Tabaluga (Germany) (GB Compatible);1048576;Trusted Dump;TRUE;25 01 2014;Tauwasser;DMG-ALUP-NOE;DMG-A07-01;DMG-ALUP-0;22;
E49185B5B5268F17A923A459E84BED0D;Taisen Tsumeshougi (Japan) (NP) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-BTSJ-JPN;;;;
B59FA772B15A07F44110D5B7AA24B424;Taito Memorial - Bubble Bobble (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-BJBJ-JPN;;;;
A11802247B7F38F508F71CB257FF76AB;Taito Memorial - Chase H.Q. - Secret Police (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-BJCJ-JPN;;;;
